ltable_id,rtable_id,label
dblp_a_1133,acm_1912,FALSE
dblp_a_2581,acm_2063,FALSE
dblp_a_1644,acm_969,FALSE
dblp_a_1572,acm_510,FALSE
dblp_a_2053,acm_1617,TRUE
dblp_a_2172,acm_2027,FALSE
dblp_a_986,acm_626,TRUE
dblp_a_1469,acm_1601,FALSE
dblp_a_372,acm_1555,FALSE
dblp_a_1771,acm_2264,FALSE
dblp_a_1419,acm_932,FALSE
dblp_a_1317,acm_1784,FALSE
dblp_a_1729,acm_1667,FALSE
dblp_a_2589,acm_2021,FALSE
dblp_a_1540,acm_1427,FALSE
dblp_a_1170,acm_99,FALSE
dblp_a_1635,acm_1695,TRUE
dblp_a_1043,acm_215,FALSE
dblp_a_957,acm_1239,FALSE
dblp_a_1189,acm_1801,FALSE
dblp_a_2514,acm_566,TRUE
dblp_a_1894,acm_2204,TRUE
dblp_a_1194,acm_8,FALSE
dblp_a_770,acm_1681,FALSE
dblp_a_1233,acm_2089,FALSE
dblp_a_2546,acm_1415,FALSE
dblp_a_2224,acm_1123,FALSE
dblp_a_705,acm_598,FALSE
dblp_a_594,acm_2143,TRUE
dblp_a_2042,acm_1857,FALSE
dblp_a_1102,acm_1669,TRUE
dblp_a_1357,acm_638,FALSE
dblp_a_668,acm_1167,FALSE
dblp_a_333,acm_688,FALSE
dblp_a_490,acm_564,FALSE
dblp_a_1309,acm_2263,TRUE
dblp_a_2303,acm_9,FALSE
dblp_a_2402,acm_360,FALSE
dblp_a_2561,acm_811,FALSE
dblp_a_1833,acm_1072,FALSE
dblp_a_718,acm_992,FALSE
dblp_a_1448,acm_1752,FALSE
dblp_a_1129,acm_268,FALSE
dblp_a_1770,acm_93,FALSE
dblp_a_2539,acm_416,TRUE
dblp_a_1914,acm_334,FALSE
dblp_a_826,acm_93,FALSE
dblp_a_2504,acm_1689,FALSE
dblp_a_1832,acm_580,FALSE
dblp_a_2494,acm_1761,FALSE
dblp_a_1108,acm_1881,TRUE
dblp_a_775,acm_1189,FALSE
dblp_a_2519,acm_27,FALSE
dblp_a_877,acm_103,TRUE
dblp_a_1531,acm_1374,FALSE
dblp_a_1248,acm_460,FALSE
dblp_a_2009,acm_809,FALSE
dblp_a_2268,acm_810,FALSE
dblp_a_1397,acm_1178,FALSE
dblp_a_162,acm_1884,FALSE
dblp_a_2188,acm_1226,FALSE
dblp_a_2186,acm_1571,FALSE
dblp_a_839,acm_755,FALSE
dblp_a_1509,acm_1972,FALSE
dblp_a_2553,acm_889,FALSE
dblp_a_372,acm_565,FALSE
dblp_a_2477,acm_113,FALSE
dblp_a_1835,acm_601,FALSE
dblp_a_398,acm_0,FALSE
dblp_a_1730,acm_1502,FALSE
dblp_a_2349,acm_1440,FALSE
dblp_a_519,acm_743,TRUE
dblp_a_1685,acm_1119,FALSE
dblp_a_1119,acm_1513,FALSE
dblp_a_2464,acm_1418,FALSE
dblp_a_799,acm_2250,FALSE
dblp_a_1361,acm_262,FALSE
dblp_a_9,acm_569,FALSE
dblp_a_2022,acm_195,FALSE
dblp_a_1365,acm_1577,FALSE
dblp_a_1670,acm_809,FALSE
dblp_a_635,acm_1902,TRUE
dblp_a_2296,acm_1831,FALSE
dblp_a_1551,acm_1890,FALSE
dblp_a_2385,acm_420,FALSE
dblp_a_961,acm_982,TRUE
dblp_a_78,acm_576,FALSE
dblp_a_775,acm_567,FALSE
dblp_a_1603,acm_645,TRUE
dblp_a_648,acm_709,FALSE
dblp_a_1460,acm_75,TRUE
dblp_a_891,acm_2198,FALSE
dblp_a_2074,acm_576,FALSE
dblp_a_2571,acm_2019,FALSE
dblp_a_2022,acm_1342,FALSE
dblp_a_1866,acm_1902,FALSE
dblp_a_1560,acm_1371,FALSE
dblp_a_229,acm_281,FALSE
dblp_a_183,acm_1511,FALSE
dblp_a_2582,acm_1305,TRUE
dblp_a_1037,acm_642,TRUE
dblp_a_63,acm_205,FALSE
dblp_a_575,acm_924,FALSE
dblp_a_743,acm_444,FALSE
dblp_a_1664,acm_1878,FALSE
dblp_a_424,acm_1108,FALSE
dblp_a_743,acm_1961,FALSE
dblp_a_2221,acm_695,FALSE
dblp_a_2315,acm_1340,FALSE
dblp_a_2294,acm_839,FALSE
dblp_a_2473,acm_1745,FALSE
dblp_a_1103,acm_1873,FALSE
dblp_a_1634,acm_986,FALSE
dblp_a_1239,acm_1832,TRUE
dblp_a_2092,acm_548,FALSE
dblp_a_1470,acm_863,FALSE
dblp_a_1706,acm_1413,FALSE
dblp_a_1738,acm_87,FALSE
dblp_a_545,acm_1963,FALSE
dblp_a_976,acm_255,FALSE
dblp_a_1400,acm_857,FALSE
dblp_a_2065,acm_61,TRUE
dblp_a_452,acm_912,TRUE
dblp_a_1725,acm_624,TRUE
dblp_a_22,acm_903,FALSE
dblp_a_1969,acm_1001,FALSE
dblp_a_344,acm_916,TRUE
dblp_a_2562,acm_1020,FALSE
dblp_a_394,acm_1072,FALSE
dblp_a_1466,acm_1758,FALSE
dblp_a_927,acm_1511,FALSE
dblp_a_289,acm_1675,FALSE
dblp_a_2410,acm_1418,FALSE
dblp_a_1425,acm_685,FALSE
dblp_a_387,acm_649,FALSE
dblp_a_2253,acm_677,FALSE
dblp_a_1122,acm_2151,TRUE
dblp_a_353,acm_22,FALSE
dblp_a_1753,acm_2255,FALSE
dblp_a_2114,acm_811,FALSE
dblp_a_2178,acm_1691,FALSE
dblp_a_1916,acm_31,TRUE
dblp_a_656,acm_1313,FALSE
dblp_a_1882,acm_1592,FALSE
dblp_a_1450,acm_103,FALSE
dblp_a_1769,acm_866,FALSE
dblp_a_1215,acm_215,TRUE
dblp_a_2032,acm_1643,FALSE
dblp_a_31,acm_1370,FALSE
dblp_a_552,acm_667,FALSE
dblp_a_1648,acm_1432,FALSE
dblp_a_92,acm_1388,FALSE
dblp_a_2244,acm_344,FALSE
dblp_a_2232,acm_777,FALSE
dblp_a_2302,acm_1427,FALSE
dblp_a_957,acm_917,FALSE
dblp_a_2583,acm_745,FALSE
dblp_a_1762,acm_158,TRUE
dblp_a_69,acm_420,FALSE
dblp_a_1385,acm_367,FALSE
dblp_a_287,acm_706,FALSE
dblp_a_371,acm_147,FALSE
dblp_a_2339,acm_1366,FALSE
dblp_a_778,acm_476,FALSE
dblp_a_977,acm_480,FALSE
dblp_a_1649,acm_74,TRUE
dblp_a_2209,acm_1945,FALSE
dblp_a_742,acm_1396,FALSE
dblp_a_1338,acm_329,FALSE
dblp_a_1599,acm_1524,TRUE
dblp_a_1307,acm_17,FALSE
dblp_a_2390,acm_1177,FALSE
dblp_a_1546,acm_1918,FALSE
dblp_a_1050,acm_1413,FALSE
dblp_a_2188,acm_835,FALSE
dblp_a_291,acm_1313,TRUE
dblp_a_1491,acm_240,FALSE
dblp_a_958,acm_924,FALSE
dblp_a_2395,acm_2151,FALSE
dblp_a_792,acm_71,TRUE
dblp_a_2416,acm_1632,FALSE
dblp_a_1662,acm_1893,FALSE
dblp_a_816,acm_2128,FALSE
dblp_a_943,acm_358,TRUE
dblp_a_1274,acm_1836,FALSE
dblp_a_1731,acm_1184,TRUE
dblp_a_1540,acm_2085,FALSE
dblp_a_372,acm_1689,FALSE
dblp_a_1955,acm_342,FALSE
dblp_a_939,acm_1508,FALSE
dblp_a_1835,acm_1392,FALSE
dblp_a_727,acm_1401,FALSE
dblp_a_1074,acm_1029,FALSE
dblp_a_99,acm_754,FALSE
dblp_a_1972,acm_1220,FALSE
dblp_a_1531,acm_1958,FALSE
dblp_a_2392,acm_1159,FALSE
dblp_a_288,acm_1116,FALSE
dblp_a_1866,acm_1146,FALSE
dblp_a_1055,acm_1064,FALSE
dblp_a_630,acm_1921,FALSE
dblp_a_1209,acm_1971,FALSE
dblp_a_9,acm_1048,FALSE
dblp_a_1245,acm_2181,TRUE
dblp_a_2583,acm_2129,FALSE
dblp_a_1642,acm_2155,TRUE
dblp_a_739,acm_121,FALSE
dblp_a_797,acm_1560,FALSE
dblp_a_304,acm_650,FALSE
dblp_a_1613,acm_720,FALSE
dblp_a_2171,acm_1009,FALSE
dblp_a_1430,acm_528,FALSE
dblp_a_2144,acm_458,FALSE
dblp_a_936,acm_412,TRUE
dblp_a_386,acm_669,TRUE
dblp_a_2349,acm_1594,TRUE
dblp_a_2573,acm_337,FALSE
dblp_a_440,acm_1183,FALSE
dblp_a_349,acm_1914,FALSE
dblp_a_128,acm_1099,TRUE
dblp_a_727,acm_1209,FALSE
dblp_a_2189,acm_1437,FALSE
dblp_a_2008,acm_1244,FALSE
dblp_a_2164,acm_1973,TRUE
dblp_a_2470,acm_1272,FALSE
dblp_a_248,acm_1708,TRUE
dblp_a_2393,acm_910,FALSE
dblp_a_221,acm_248,TRUE
dblp_a_484,acm_223,TRUE
dblp_a_2249,acm_1771,FALSE
dblp_a_472,acm_546,FALSE
dblp_a_2435,acm_755,FALSE
dblp_a_1899,acm_904,TRUE
dblp_a_542,acm_1179,FALSE
dblp_a_798,acm_1281,TRUE
dblp_a_1153,acm_798,TRUE
dblp_a_1133,acm_1799,FALSE
dblp_a_1336,acm_932,FALSE
dblp_a_101,acm_197,TRUE
dblp_a_444,acm_1715,FALSE
dblp_a_1475,acm_407,FALSE
dblp_a_387,acm_226,FALSE
dblp_a_863,acm_1042,FALSE
dblp_a_743,acm_1785,TRUE
dblp_a_1161,acm_1880,FALSE
dblp_a_1428,acm_1088,TRUE
dblp_a_2302,acm_1900,FALSE
dblp_a_2392,acm_1317,FALSE
dblp_a_899,acm_1591,FALSE
dblp_a_2341,acm_1649,FALSE
dblp_a_2098,acm_712,FALSE
dblp_a_287,acm_1016,FALSE
dblp_a_2254,acm_478,FALSE
dblp_a_2369,acm_676,FALSE
dblp_a_2598,acm_1001,FALSE
dblp_a_135,acm_358,FALSE
dblp_a_1157,acm_2131,FALSE
dblp_a_2477,acm_914,FALSE
dblp_a_1015,acm_655,FALSE
dblp_a_1489,acm_1805,FALSE
dblp_a_353,acm_2062,FALSE
dblp_a_317,acm_1647,FALSE
dblp_a_2250,acm_901,FALSE
dblp_a_147,acm_463,TRUE
dblp_a_348,acm_1444,FALSE
dblp_a_1843,acm_1424,FALSE
dblp_a_2051,acm_276,FALSE
dblp_a_977,acm_544,TRUE
dblp_a_614,acm_779,FALSE
dblp_a_818,acm_1951,FALSE
dblp_a_40,acm_1848,FALSE
dblp_a_1949,acm_1979,FALSE
dblp_a_1279,acm_1161,FALSE
dblp_a_1530,acm_1390,FALSE
dblp_a_189,acm_1494,TRUE
dblp_a_314,acm_1,FALSE
dblp_a_27,acm_414,FALSE
dblp_a_1111,acm_980,FALSE
dblp_a_925,acm_1459,FALSE
dblp_a_1459,acm_1236,FALSE
dblp_a_1107,acm_246,FALSE
dblp_a_1577,acm_60,FALSE
dblp_a_2392,acm_2081,FALSE
dblp_a_666,acm_589,FALSE
dblp_a_2137,acm_2037,FALSE
dblp_a_1458,acm_1459,FALSE
dblp_a_2336,acm_1391,TRUE
dblp_a_1017,acm_1977,TRUE
dblp_a_391,acm_428,FALSE
dblp_a_1347,acm_340,FALSE
dblp_a_2318,acm_220,FALSE
dblp_a_1954,acm_881,FALSE
dblp_a_1247,acm_1490,FALSE
dblp_a_1086,acm_2101,FALSE
dblp_a_490,acm_526,FALSE
dblp_a_1834,acm_184,FALSE
dblp_a_639,acm_2276,FALSE
dblp_a_2448,acm_28,TRUE
dblp_a_847,acm_955,FALSE
dblp_a_1540,acm_1912,FALSE
dblp_a_1959,acm_1970,TRUE
dblp_a_2119,acm_1182,FALSE
dblp_a_1442,acm_2020,FALSE
dblp_a_2318,acm_1601,FALSE
dblp_a_2143,acm_1073,TRUE
dblp_a_385,acm_1855,FALSE
dblp_a_1088,acm_42,FALSE
dblp_a_169,acm_1987,TRUE
dblp_a_2395,acm_1873,FALSE
dblp_a_509,acm_2061,FALSE
dblp_a_1738,acm_1884,FALSE
dblp_a_75,acm_719,TRUE
dblp_a_2148,acm_551,FALSE
dblp_a_1662,acm_225,FALSE
dblp_a_111,acm_760,FALSE
dblp_a_336,acm_2026,FALSE
dblp_a_2570,acm_367,FALSE
dblp_a_1689,acm_1048,FALSE
dblp_a_306,acm_1600,FALSE
dblp_a_2318,acm_1570,FALSE
dblp_a_2183,acm_2261,FALSE
dblp_a_783,acm_1630,FALSE
dblp_a_1163,acm_127,FALSE
dblp_a_1969,acm_1884,FALSE
dblp_a_1119,acm_1873,FALSE
dblp_a_687,acm_196,FALSE
dblp_a_1972,acm_1477,FALSE
dblp_a_2098,acm_1697,FALSE
dblp_a_101,acm_1922,FALSE
dblp_a_1982,acm_2102,TRUE
dblp_a_1892,acm_1962,FALSE
dblp_a_110,acm_1723,FALSE
dblp_a_2561,acm_1715,FALSE
dblp_a_2137,acm_2078,FALSE
dblp_a_768,acm_1954,FALSE
dblp_a_2224,acm_1522,FALSE
dblp_a_94,acm_346,FALSE
dblp_a_1560,acm_1785,FALSE
dblp_a_1542,acm_577,FALSE
dblp_a_1350,acm_429,FALSE
dblp_a_1849,acm_715,FALSE
dblp_a_631,acm_1190,TRUE
dblp_a_1347,acm_1992,FALSE
dblp_a_264,acm_646,FALSE
dblp_a_2216,acm_851,TRUE
dblp_a_1385,acm_1755,FALSE
dblp_a_676,acm_1865,FALSE
dblp_a_976,acm_1186,TRUE
dblp_a_1986,acm_2210,FALSE
dblp_a_28,acm_1176,TRUE
dblp_a_2527,acm_286,TRUE
dblp_a_300,acm_1202,FALSE
dblp_a_55,acm_1694,TRUE
dblp_a_1109,acm_65,TRUE
dblp_a_2110,acm_211,FALSE
dblp_a_127,acm_571,FALSE
dblp_a_1156,acm_1726,TRUE
dblp_a_1304,acm_1179,FALSE
dblp_a_1481,acm_1444,FALSE
dblp_a_2152,acm_1669,FALSE
dblp_a_1496,acm_1114,FALSE
dblp_a_1021,acm_1159,FALSE
dblp_a_2486,acm_1577,FALSE
dblp_a_1658,acm_1408,FALSE
dblp_a_543,acm_204,TRUE
dblp_a_1050,acm_932,FALSE
dblp_a_1163,acm_1751,FALSE
dblp_a_707,acm_1569,TRUE
dblp_a_1188,acm_1009,FALSE
dblp_a_1347,acm_304,FALSE
dblp_a_105,acm_469,FALSE
dblp_a_977,acm_1909,FALSE
dblp_a_1163,acm_986,FALSE
dblp_a_1063,acm_105,TRUE
dblp_a_1967,acm_1274,FALSE
dblp_a_410,acm_973,TRUE
dblp_a_2546,acm_1746,FALSE
dblp_a_2087,acm_491,TRUE
dblp_a_1597,acm_1360,TRUE
dblp_a_1157,acm_1671,FALSE
dblp_a_1788,acm_894,FALSE
dblp_a_952,acm_752,TRUE
dblp_a_2561,acm_1881,FALSE
dblp_a_272,acm_299,FALSE
dblp_a_1480,acm_287,FALSE
dblp_a_903,acm_1266,FALSE
dblp_a_916,acm_2138,FALSE
dblp_a_1655,acm_1898,FALSE
dblp_a_275,acm_626,FALSE
dblp_a_14,acm_889,FALSE
dblp_a_1091,acm_518,FALSE
dblp_a_131,acm_226,FALSE
dblp_a_471,acm_2234,FALSE
dblp_a_854,acm_1063,FALSE
dblp_a_1812,acm_617,FALSE
dblp_a_1923,acm_1733,TRUE
dblp_a_1107,acm_1667,FALSE
dblp_a_2046,acm_582,TRUE
dblp_a_359,acm_547,TRUE
dblp_a_2602,acm_1939,FALSE
dblp_a_998,acm_715,FALSE
dblp_a_2418,acm_230,FALSE
dblp_a_1533,acm_1640,TRUE
dblp_a_17,acm_623,FALSE
dblp_a_2220,acm_195,FALSE
dblp_a_2289,acm_1877,TRUE
dblp_a_715,acm_70,FALSE
dblp_a_556,acm_2226,FALSE
dblp_a_1361,acm_2245,FALSE
dblp_a_2528,acm_506,TRUE
dblp_a_843,acm_1836,FALSE
dblp_a_1642,acm_2207,FALSE
dblp_a_1592,acm_1110,TRUE
dblp_a_1836,acm_1846,FALSE
dblp_a_2181,acm_593,FALSE
dblp_a_1153,acm_1268,FALSE
dblp_a_2014,acm_1526,TRUE
dblp_a_1372,acm_502,TRUE
dblp_a_998,acm_2061,FALSE
dblp_a_2541,acm_119,TRUE
dblp_a_248,acm_219,FALSE
dblp_a_1440,acm_361,FALSE
dblp_a_1021,acm_1667,FALSE
dblp_a_2575,acm_1525,FALSE
dblp_a_2428,acm_683,TRUE
dblp_a_1401,acm_1863,FALSE
dblp_a_1215,acm_328,FALSE
dblp_a_1951,acm_1423,FALSE
dblp_a_705,acm_2133,FALSE
dblp_a_2610,acm_228,FALSE
dblp_a_2231,acm_855,FALSE
dblp_a_816,acm_249,FALSE
dblp_a_394,acm_98,TRUE
dblp_a_973,acm_4,TRUE
dblp_a_418,acm_1529,TRUE
dblp_a_2392,acm_1205,FALSE
dblp_a_690,acm_1577,FALSE
dblp_a_558,acm_932,FALSE
dblp_a_2392,acm_1837,FALSE
dblp_a_2532,acm_370,FALSE
dblp_a_1771,acm_879,FALSE
dblp_a_1738,acm_1939,FALSE
dblp_a_1279,acm_1167,FALSE
dblp_a_2415,acm_1194,FALSE
dblp_a_1028,acm_339,FALSE
dblp_a_14,acm_2106,TRUE
dblp_a_2359,acm_450,FALSE
dblp_a_278,acm_164,TRUE
dblp_a_1021,acm_2239,FALSE
dblp_a_2008,acm_1787,FALSE
dblp_a_438,acm_1371,FALSE
dblp_a_262,acm_2043,TRUE
dblp_a_2236,acm_2060,TRUE
dblp_a_1799,acm_1912,FALSE
dblp_a_253,acm_1125,FALSE
dblp_a_229,acm_379,FALSE
dblp_a_1664,acm_2027,FALSE
dblp_a_968,acm_527,FALSE
dblp_a_135,acm_1423,FALSE
dblp_a_1971,acm_886,TRUE
dblp_a_2013,acm_1758,FALSE
dblp_a_2295,acm_2241,FALSE
dblp_a_1365,acm_1601,FALSE
dblp_a_2395,acm_2,FALSE
dblp_a_821,acm_2207,FALSE
dblp_a_159,acm_1771,FALSE
dblp_a_548,acm_407,FALSE
dblp_a_658,acm_232,FALSE
dblp_a_1291,acm_2109,TRUE
dblp_a_1098,acm_1715,FALSE
dblp_a_291,acm_688,FALSE
dblp_a_1400,acm_1135,FALSE
dblp_a_2351,acm_933,FALSE
dblp_a_2550,acm_2101,FALSE
dblp_a_448,acm_238,FALSE
dblp_a_2290,acm_2152,FALSE
dblp_a_2249,acm_1088,FALSE
dblp_a_1979,acm_1675,FALSE
dblp_a_2497,acm_1318,FALSE
dblp_a_826,acm_1772,FALSE
dblp_a_1010,acm_1846,FALSE
dblp_a_234,acm_1591,FALSE
dblp_a_973,acm_1898,FALSE
dblp_a_2364,acm_307,TRUE
dblp_a_2486,acm_1444,FALSE
dblp_a_657,acm_640,FALSE
dblp_a_20,acm_742,TRUE
dblp_a_955,acm_1992,FALSE
dblp_a_1866,acm_1707,FALSE
dblp_a_7,acm_87,FALSE
dblp_a_1508,acm_1404,TRUE
dblp_a_2303,acm_611,FALSE
dblp_a_716,acm_2012,TRUE
dblp_a_687,acm_207,FALSE
dblp_a_2123,acm_1051,FALSE
dblp_a_379,acm_1453,FALSE
dblp_a_542,acm_952,FALSE
dblp_a_76,acm_1649,FALSE
dblp_a_1274,acm_996,FALSE
dblp_a_1905,acm_342,FALSE
dblp_a_2144,acm_589,FALSE
dblp_a_64,acm_1256,TRUE
dblp_a_58,acm_1667,FALSE
dblp_a_2600,acm_1030,FALSE
dblp_a_201,acm_343,FALSE
dblp_a_525,acm_1866,FALSE
dblp_a_2424,acm_620,TRUE
dblp_a_1799,acm_777,FALSE
dblp_a_2214,acm_1607,FALSE
dblp_a_897,acm_56,FALSE
dblp_a_2470,acm_1216,FALSE
dblp_a_179,acm_790,FALSE
dblp_a_1317,acm_1471,FALSE
dblp_a_841,acm_664,FALSE
dblp_a_271,acm_1975,TRUE
dblp_a_2224,acm_1313,FALSE
dblp_a_69,acm_1479,TRUE
dblp_a_1400,acm_1413,FALSE
dblp_a_977,acm_1772,FALSE
dblp_a_1487,acm_1207,FALSE
dblp_a_817,acm_1855,FALSE
dblp_a_1832,acm_451,FALSE
dblp_a_948,acm_1706,TRUE
dblp_a_2008,acm_1236,TRUE
dblp_a_2288,acm_2238,FALSE
dblp_a_71,acm_1926,TRUE
dblp_a_204,acm_167,TRUE
dblp_a_327,acm_1101,FALSE
dblp_a_1745,acm_476,FALSE
